1632966

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.53              8.46              7.62             46.59
2                      12.60              8.64              7.83             49.34
4                      11.71              8.18              7.42             52.29
8                      12.09              8.38              7.60             51.23
16                     12.25              8.44              7.57             49.65
32                     12.36              8.49              7.69             49.66
64                     12.19              8.50              7.69             52.02
128                    12.63              8.63              7.82             48.80
256                    11.94              8.30              7.46             51.20
512                    12.92              8.91              8.03             50.06
1024                   15.95             10.60              9.55             43.95
2048                   15.54             10.68              9.72             49.98
4096                   17.36             12.37             11.27             55.66
8192                   21.72             15.31             14.09             54.52
16384                  32.80             21.85             20.16             45.65
32768                 110.79             64.17             60.23             22.59
65536                 140.64             80.09             75.28             19.57
131072                198.83            113.32            106.66             19.83
262144                327.34            186.96            176.19             20.32
