1637446

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.50              8.58              7.65             48.63
2                      13.87              9.83              8.84             54.31
4                      12.65              9.10              8.19             56.65
8                      11.43              7.77              6.91             47.01
16                     11.47              7.96              7.15             50.96
32                     11.79              8.26              7.50             52.93
64                     11.91              8.08              7.21             46.84
128                    11.55              7.97              7.18             50.18
256                    12.26              8.50              7.69             51.05
512                    12.90              8.95              8.04             50.80
1024                   12.82              9.21              8.27             56.34
2048                   13.84              9.75              8.77             53.36
4096                   16.52             11.83             10.89             56.89
8192                   21.85             15.54             14.29             55.87
16384                  33.79             22.06             20.43             42.56
32768                 114.16             65.06             61.13             19.68
65536                 140.58             79.68             74.87             18.65
131072                202.47            113.56            106.90             16.83
262144                333.32            185.38            174.76             15.35
