1643217

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.22              8.40              7.55             49.44
2                      12.77              8.64              7.76             46.78
4                      12.94              8.87              8.00             49.15
8                      11.48              7.87              7.07             48.86
16                     11.90              7.81              7.03             41.85
32                     13.61              9.23              8.44             48.07
64                     12.63              8.60              7.74             47.89
128                    12.50              8.69              7.89             51.63
256                    12.37              8.55              7.67             50.20
512                    12.12              8.47              7.57             51.76
1024                   12.55              8.84              8.01             53.63
2048                   15.00             10.54              9.55             53.32
4096                   17.15             12.25             11.19             56.17
8192                   22.42             15.48             14.27             51.39
16384                  32.78             21.10             19.52             40.15
32768                 112.84             64.62             60.69             20.55
65536                 139.62             78.76             73.99             17.74
131072                205.87            118.17            111.23             21.15
262144                327.31            183.64            173.07             16.99
