1643354

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.28              9.38              8.46             53.93
2                      13.68              9.78              8.92             56.27
4                      12.91              9.17              8.27             54.79
8                      11.82              8.14              7.30             49.60
16                     11.69              8.11              7.34             51.20
32                     12.03              8.50              7.63             53.76
64                     11.52              8.13              7.27             53.37
128                    11.19              7.86              7.07             52.97
256                    11.49              8.03              7.27             52.37
512                    12.81              8.93              8.00             51.47
1024                   13.58              9.39              8.46             50.53
2048                   14.26             10.15              9.20             55.33
4096                   16.87             11.81             10.79             53.12
8192                   22.98             16.32             15.05             55.75
16384                  33.21             21.55             19.98             41.66
32768                 112.04             62.93             59.06             16.84
65536                 144.60             82.65             77.50             20.06
131072                205.91            114.07            107.39             14.48
262144                322.87            181.89            171.34             17.72
