1642873

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.80              8.99              8.14             53.12
2                      12.66              8.77              7.90             50.65
4                      12.24              8.09              7.29             43.09
8                      12.09              8.24              7.38             47.86
16                     12.05              8.57              7.68             54.67
32                     12.07              8.51              7.67             53.57
64                     12.79              8.58              7.73             45.54
128                    12.41              8.79              7.94             54.46
256                    12.24              8.29              7.56             47.65
512                    12.16              8.83              7.99             58.38
1024                   14.51              9.59              8.74             43.77
2048                   14.53             10.18              9.34             53.48
4096                   16.99             12.10             11.14             56.13
8192                   21.79             15.24             14.02             53.31
16384                  32.85             21.25             19.72             41.18
32768                 114.26             65.05             61.05             19.41
65536                 142.94             81.47             76.62             19.78
131072                201.02            114.71            107.87             19.99
262144                323.77            179.43            169.10             14.64
