
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.54              5.70              5.08             63.66
2                       7.84              5.62              4.95             55.26
4                       7.70              5.61              4.96             57.95
8                       7.57              5.63              5.04             61.53
16                      7.34              5.46              4.82             60.91
32                      7.31              5.45              4.82             61.36
64                      7.33              5.47              4.84             61.48
128                     7.73              5.90              5.24             65.07
256                    12.88              8.33              7.54             39.76
512                    13.08              8.33              7.54             36.97
1024                   13.41              8.61              7.77             38.32
2048                   13.83              8.99              8.15             40.70
4096                   14.23              9.42              8.45             43.07
8192                   15.32             10.18              9.28             44.59
16384                  17.68             11.73             10.69             44.38
32768                  31.21             21.96             20.28             54.39
65536                  45.03             31.19             28.89             52.09
131072                 69.40             51.49             48.08             62.75
262144                121.96             92.45             86.48             65.88
