
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.38              5.92              5.07              0.00
2                       8.94              7.29              6.50             74.56
4                       7.59              5.57              4.92             58.87
8                       7.52              5.61              5.01             62.03
16                      7.32              5.46              4.84             61.69
32                      7.30              5.42              4.80             60.92
64                      7.30              5.43              4.80             61.01
128                     7.68              5.85              5.19             64.83
256                    12.87              8.35              7.53             40.07
512                    13.03              8.35              7.55             38.01
1024                   13.40              8.66              7.82             39.41
2048                   13.86              9.00              8.15             40.37
4096                   14.21              9.24              8.36             40.50
8192                   15.28             10.14              9.22             44.25
16384                  18.31             11.67             10.64             37.60
32768                  30.38             20.87             19.29             50.69
65536                  43.43             31.20             28.94             57.73
131072                 69.59             51.65             48.16             62.76
262144                122.06             92.85             86.83             66.36
