
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.52              5.75              5.11             65.32
2                       7.65              5.61              4.95             58.85
4                       7.67              5.59              4.92             57.65
8                       7.55              5.72              5.07             63.85
16                      7.31              5.45              4.80             61.25
32                      7.31              5.45              4.81             61.22
64                      7.40              5.54              4.90             62.09
128                     7.80              5.91              5.24             63.84
256                    12.86              8.39              7.57             40.91
512                    13.07              8.32              7.53             36.93
1024                   13.40              8.62              7.77             38.46
2048                   13.85              9.00              8.14             40.43
4096                   14.20              9.28              8.37             41.22
8192                   15.34             10.18              9.25             44.21
16384                  17.64             11.76             10.72             45.13
32768                  30.14             20.89             19.33             52.13
65536                  43.26             31.10             28.90             57.90
131072                 69.57             51.61             48.14             62.70
262144                122.87             92.50             86.51             64.89
