
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.33              6.14              5.03              0.00
2                       7.77              5.77              5.11             60.95
4                       7.62              5.58              4.92             58.39
8                       7.57              5.68              5.05             62.48
16                      7.33              5.45              4.82             61.11
32                      7.30              5.44              4.81             61.43
64                      7.34              5.50              4.89             62.41
128                     7.74              5.88              5.22             64.41
256                    12.93              8.34              7.53             39.02
512                    13.23              8.60              7.74             40.24
1024                   13.41              8.62              7.79             38.52
2048                   13.84              8.99              8.16             40.47
4096                   14.21              9.27              8.37             40.94
8192                   15.35             10.18              9.25             44.09
16384                  17.67             11.67             10.66             43.73
32768                  30.36             20.90             19.30             51.02
65536                  43.39             31.25             29.00             58.13
131072                 69.53             51.63             48.14             62.81
262144                123.84             92.65             86.54             63.96
