
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.89              6.06              4.98              0.00
2                      11.04              8.76              7.90             71.10
4                       7.75              5.64              4.97             57.64
8                       7.51              5.64              5.03             62.86
16                      7.34              5.49              4.86             62.01
32                      7.34              5.43              4.82             60.35
64                      7.32              5.46              4.85             61.66
128                     7.75              5.90              5.23             64.61
256                    13.88              8.31              7.51             25.80
512                    13.13              8.37              7.57             37.15
1024                   13.41              8.57              7.76             37.63
2048                   13.81              9.00              8.11             40.72
4096                   14.22              9.29              8.39             41.15
8192                   15.39             10.19              9.26             43.79
16384                  17.66             11.73             10.71             44.61
32768                  30.13             20.95             19.36             52.54
65536                  43.40             31.11             28.90             57.45
131072                 69.54             51.59             48.10             62.66
262144                124.72             95.94             89.73             67.92
