
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.78              6.07              4.95              0.00
2                       8.83              7.20              6.37             74.42
4                       7.70              5.59              4.94             57.27
8                       7.54              5.64              5.02             62.13
16                      7.35              5.46              4.83             60.98
32                      7.34              5.46              4.83             60.99
64                      7.38              5.49              4.85             60.86
128                     7.89              5.87              5.21             61.21
256                    12.87              8.34              7.54             39.83
512                    13.16              8.38              7.56             36.86
1024                   13.41              8.61              7.78             38.39
2048                   13.93              9.03              8.17             40.02
4096                   14.26              9.29              8.39             40.87
8192                   15.38             10.20              9.28             44.17
16384                  17.71             11.72             10.69             43.93
32768                  30.18             20.95             19.38             52.40
65536                  43.29             31.13             28.92             57.97
131072                 69.52             51.58             48.10             62.70
262144                122.02             92.63             86.63             66.07
