
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      15.02              5.84              5.00              0.00
2                       8.15              6.41              5.73             69.68
4                       7.74              5.62              4.97             57.28
8                       7.62              5.70              5.07             62.07
16                      7.38              5.48              4.83             60.80
32                      7.39              5.47              4.84             60.47
64                      7.42              5.48              4.85             60.04
128                     7.82              5.92              5.24             63.77
256                    12.89              8.33              7.53             39.39
512                    13.12              8.35              7.54             36.62
1024                   13.44              8.62              7.78             37.94
2048                   14.02              9.03              8.17             38.95
4096                   14.23              9.30              8.41             41.42
8192                   15.27             10.15              9.23             44.50
16384                  17.68             11.68             10.65             43.67
32768                  30.19             21.03             19.43             52.85
65536                  43.42             31.25             29.01             58.04
131072                 69.54             51.63             48.14             62.79
262144                122.28             92.61             86.62             65.74
