
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.83              5.79              5.08              0.00
2                       8.10              6.15              5.49             64.42
4                       7.69              5.60              4.94             57.74
8                       7.67              5.67              5.03             60.22
16                      7.32              5.42              4.81             60.51
32                      7.27              5.45              4.82             62.31
64                      7.33              5.48              4.84             61.80
128                     7.67              5.87              5.21             65.45
256                    12.85              8.34              7.52             40.06
512                    13.06              8.34              7.53             37.30
1024                   13.42              8.66              7.82             39.10
2048                   13.75              8.98              8.13             41.32
4096                   14.19              9.23              8.36             40.78
8192                   15.38             10.32              9.38             46.06
16384                  17.67             11.76             10.71             44.87
32768                  30.09             20.87             19.31             52.25
65536                  43.23             31.13             28.92             58.14
131072                 69.47             51.63             48.14             62.93
262144                122.35             92.77             86.69             65.89
