
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.67              5.75              4.98              0.00
2                       9.15              7.42              6.56             73.56
4                       7.69              5.62              4.98             58.43
8                       7.63              5.72              5.08             62.51
16                      7.36              5.48              4.85             61.29
32                      7.38              5.46              4.84             60.33
64                      7.49              5.47              4.84             58.14
128                     7.79              5.97              5.29             65.56
256                    12.93              8.38              7.60             40.19
512                    13.38              8.52              7.64             36.35
1024                   13.45              8.69              7.84             39.30
2048                   13.81              8.98              8.14             40.60
4096                   14.24              9.27              8.38             40.73
8192                   15.34             10.16              9.25             43.96
16384                  17.73             11.74             10.70             44.02
32768                  30.16             20.92             19.35             52.24
65536                  43.39             31.22             28.99             57.99
131072                 69.44             51.58             48.10             62.87
262144                122.09             92.64             86.62             66.00
