
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.00              5.79              5.04              0.00
2                       8.94              7.33              6.43             75.01
4                       7.63              5.61              4.94             58.98
8                       7.49              5.62              5.03             62.81
16                      7.38              5.44              4.80             59.61
32                      7.32              5.45              4.82             61.32
64                      7.31              5.48              4.84             62.33
128                     7.70              5.86              5.21             64.77
256                    12.87              8.33              7.52             39.65
512                    13.29              8.43              7.62             36.24
1024                   13.43              8.65              7.80             38.68
2048                   13.84              9.00              8.17             40.71
4096                   14.24              9.29              8.38             40.94
8192                   15.34             10.24              9.31             45.16
16384                  17.67             11.71             10.68             44.20
32768                  30.10             20.90             19.33             52.44
65536                  43.19             31.12             28.90             58.24
131072                 69.97             51.74             48.26             62.24
262144                121.94             92.48             86.49             65.94
