
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.56              5.62              4.97             60.88
2                       7.66              5.64              4.98             59.48
4                       7.68              5.60              4.94             57.92
8                       7.49              5.61              5.01             62.38
16                      7.34              5.44              4.81             60.51
32                      7.32              5.42              4.80             60.43
64                      7.32              5.41              4.80             60.33
128                     7.76              5.90              5.24             64.56
256                    12.90              8.33              7.54             39.36
512                    13.14              8.38              7.57             37.11
1024                   13.41              8.62              7.77             38.35
2048                   13.97              9.14              8.28             41.64
4096                   14.31              9.34              8.40             40.87
8192                   15.30             10.17              9.24             44.41
16384                  17.67             11.74             10.75             44.84
32768                  30.16             20.94             19.34             52.35
65536                  43.43             31.20             28.96             57.76
131072                 69.48             51.57             48.10             62.77
262144                122.01             92.52             86.48             65.90
