
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.51              5.74              5.05             64.94
2                       7.71              5.63              4.98             58.19
4                       7.65              5.65              4.98             59.73
8                       7.54              5.66              5.02             62.48
16                      7.33              5.44              4.81             60.66
32                      7.30              5.46              4.82             61.66
64                      7.58              5.61              4.95             60.11
128                     7.75              5.90              5.23             64.72
256                    12.85              8.35              7.56             40.39
512                    13.11              8.37              7.55             37.25
1024                   13.41              8.61              7.78             38.34
2048                   13.80              9.02              8.18             41.62
4096                   14.22              9.30              8.39             41.31
8192                   15.28             10.15              9.24             44.46
16384                  17.70             11.80             10.74             45.04
32768                  30.15             20.93             19.35             52.34
65536                  43.26             31.10             28.88             57.91
131072                 69.45             51.57             48.11             62.84
262144                122.19             92.72             86.72             66.02
