
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.57              5.70              5.01             62.78
2                       7.66              5.66              4.98             59.75
4                       7.59              5.57              4.91             59.05
8                       7.50              5.61              4.99             62.04
16                      7.29              5.43              4.81             61.51
32                      7.31              5.48              4.89             62.58
64                      7.32              5.47              4.83             61.69
128                     7.74              5.86              5.19             63.87
256                    12.94              8.35              7.56             39.37
512                    13.19              8.42              7.58             37.01
1024                   13.40              8.65              7.80             39.03
2048                   13.77              8.99              8.15             41.27
4096                   14.24              9.29              8.38             40.98
8192                   15.31             10.19              9.29             44.78
16384                  17.65             11.71             10.69             44.46
32768                  30.18             21.02             19.42             52.86
65536                  43.36             31.17             28.94             57.89
131072                 69.60             51.69             48.22             62.87
262144                121.82             92.43             86.44             66.00
