
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       7.58              5.70              5.01             62.30
2                       7.94              6.19              5.51             68.20
4                       7.68              5.61              4.96             58.31
8                       7.53              5.64              5.03             62.43
16                      7.29              5.44              4.81             61.51
32                      7.29              5.44              4.81             61.56
64                      7.30              5.51              4.84             63.06
128                     7.71              5.89              5.21             65.06
256                    12.87              8.39              7.59             40.93
512                    13.02              8.34              7.54             37.98
1024                   13.49              8.61              7.78             37.26
2048                   13.82              9.01              8.15             40.92
4096                   14.26              9.37              8.42             41.94
8192                   15.36             10.19              9.26             44.13
16384                  17.70             11.79             10.73             44.89
32768                  30.08             20.88             19.30             52.34
65536                  43.39             31.16             28.94             57.75
131072                 69.53             51.61             48.13             62.77
262144                121.91             92.58             86.58             66.12
