
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       9.95              5.88              4.93             17.46
2                       8.43              6.80              6.10             73.38
4                       7.49              5.58              4.93             61.26
8                       7.48              5.60              4.99             62.43
16                      7.29              5.43              4.80             61.10
32                      7.28              5.39              4.77             60.58
64                      7.28              5.43              4.80             61.50
128                     7.71              6.00              5.27             67.70
256                    12.80              8.35              7.55             40.97
512                    13.03              8.34              7.54             37.78
1024                   13.37              8.64              7.79             39.38
2048                   13.76              8.99              8.15             41.53
4096                   14.18              9.31              8.39             41.94
8192                   15.34             10.18              9.25             44.26
16384                  17.62             11.71             10.70             44.77
32768                  30.15             20.99             19.40             52.78
65536                  43.41             31.23             28.99             57.98
131072                 69.59             51.68             48.19             62.83
262144                122.03             92.62             86.56             66.03
