
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.80              5.82              4.94              0.00
2                       8.17              6.38              5.66             68.33
4                       7.56              5.59              4.92             59.78
8                       7.48              5.63              5.01             63.15
16                      7.33              5.45              4.81             61.02
32                      7.30              5.44              4.81             61.52
64                      7.30              5.45              4.83             61.48
128                     7.79              5.94              5.23             64.51
256                    12.85              8.34              7.54             40.13
512                    13.09              8.32              7.53             36.57
1024                   13.49              8.66              7.84             38.40
2048                   13.82              9.01              8.16             41.03
4096                   14.22              9.28              8.38             41.07
8192                   15.32             10.18              9.25             44.40
16384                  17.68             11.73             10.70             44.40
32768                  30.13             20.98             19.38             52.75
65536                  43.38             31.23             28.97             58.07
131072                 70.42             51.60             48.13             60.90
262144                121.97             92.53             86.54             65.99
