
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.14              5.74              5.00             11.91
2                       9.21              7.27              6.47             70.05
4                       7.72              5.62              4.97             57.64
8                       7.64              5.66              5.04             60.61
16                      7.34              5.46              4.83             61.07
32                      7.33              5.47              4.85             61.56
64                      7.54              5.50              4.87             58.15
128                     7.73              5.89              5.24             64.93
256                    12.89              8.37              7.57             40.29
512                    13.37              8.52              7.66             36.67
1024                   13.43              8.67              7.84             39.26
2048                   13.90              9.02              8.17             40.32
4096                   14.25              9.33              8.41             41.48
8192                   15.34             10.18              9.26             44.30
16384                  17.68             11.74             10.69             44.42
32768                  30.14             20.94             19.35             52.46
65536                  43.52             31.20             28.97             57.47
131072                 69.58             51.65             48.19             62.80
262144                122.09             92.60             86.61             65.95
