
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.04              6.02              5.04              0.00
2                       8.17              6.44              5.73             69.85
4                       7.70              5.60              4.95             57.46
8                       7.70              5.67              5.04             59.66
16                      7.41              5.46              4.82             59.64
32                      7.44              5.60              4.95             62.96
64                      7.52              5.49              4.83             57.96
128                     7.86              5.90              5.23             62.59
256                    12.88              8.33              7.53             39.64
512                    13.12              8.33              7.53             36.41
1024                   13.40              8.61              7.76             38.27
2048                   13.86              9.03              8.17             40.90
4096                   14.21              9.29              8.38             41.31
8192                   15.32             10.18              9.25             44.35
16384                  17.68             11.77             10.73             44.83
32768                  30.15             20.94             19.34             52.39
65536                  44.35             31.91             29.66             58.05
131072                 69.50             51.59             48.11             62.76
262144                122.01             92.56             86.56             65.97
