
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.86              3.42              2.88             50.11
2                       7.86              4.72              3.31              5.49
4                       4.72              3.38              2.83             52.68
8                       4.69              3.36              2.88             53.93
16                      4.69              3.35              2.83             52.61
32                      4.62              3.42              2.94             59.38
64                      4.54              3.28              2.84             55.61
128                     5.02              3.64              3.09             55.15
256                     9.18              6.17              5.58             46.12
512                     9.26              6.28              5.60             46.84
1024                    9.51              6.41              5.69             45.58
2048                    9.77              6.66              5.93             47.52
4096                    9.86              6.66              6.03             46.96
8192                   10.84              7.50              6.77             50.64
16384                  12.39              8.66              7.86             52.56
32768                  19.69             13.99             12.84             55.58
65536                  24.03             17.69             16.28             61.02
131072                 33.46             25.47             23.54             66.05
262144                 49.99             39.47             36.78             71.39
