
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.58              3.26              2.79             52.60
2                       6.22              3.89              2.84             17.59
4                       6.02              4.62              3.64             61.48
8                       4.74              3.36              2.83             51.06
16                      4.67              3.33              2.82             52.39
32                      4.64              3.40              2.91             57.58
64                      4.46              3.23              2.79             55.84
128                     5.05              3.64              3.11             54.56
256                     9.14              6.12              5.50             45.17
512                     9.23              6.21              5.49             45.05
1024                    9.66              6.50              5.71             44.61
2048                    9.77              6.67              5.91             47.53
4096                   10.06              6.78              6.11             46.30
8192                   10.85              7.50              6.74             50.25
16384                  12.75              9.04              8.06             53.97
32768                  19.77             14.07             13.00             56.16
65536                  24.11             17.69             16.28             60.57
131072                 33.34             25.53             23.60             66.94
262144                 50.05             39.43             36.66             71.04
