
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.56              3.22              2.83             52.72
2                       7.17              4.18              3.67             18.85
4                       4.78              3.36              2.86             50.38
8                       5.64              4.18              3.66             60.33
16                      4.78              3.35              2.83             49.49
32                      4.69              3.45              2.94             57.98
64                      4.51              3.25              2.81             54.93
128                     5.12              3.68              3.08             53.02
256                     9.13              6.11              5.53             45.37
512                     9.17              6.15              5.50             45.06
1024                    9.73              6.51              5.72             43.57
2048                    9.80              6.66              5.93             47.01
4096                    9.94              6.67              5.99             45.36
8192                   10.85              7.43              6.60             48.18
16384                  12.52              8.86              8.05             54.63
32768                  19.28             13.69             12.54             55.37
65536                  23.60             17.23             15.86             59.85
131072                 33.52             25.45             23.52             65.69
262144                 50.24             39.58             36.88             71.11
