
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.56              3.26              2.82             53.81
2                       6.17              4.83              3.39             60.61
4                       7.43              5.04              3.70             35.46
8                       5.83              4.17              3.24             48.98
16                      4.70              3.35              2.86             52.80
32                      4.69              3.46              2.97             58.53
64                      4.88              3.62              3.00             58.12
128                     5.08              3.63              3.11             53.65
256                     9.21              6.21              5.54             45.80
512                     9.35              6.33              5.64             46.50
1024                    9.72              6.50              5.73             43.90
2048                    9.81              6.66              5.89             46.61
4096                    9.90              6.66              6.00             45.99
8192                   10.87              7.49              6.69             49.46
16384                  12.54              8.79              7.90             52.61
32768                  20.32             14.43             13.15             55.17
65536                  23.53             17.19             15.85             60.05
131072                 32.40             24.61             22.76             65.80
262144                 50.46             39.78             37.01             71.15
