
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.51              3.27              2.74             54.86
2                       4.54              3.27              2.81             54.61
4                       4.69              3.35              2.84             52.92
8                       4.56              3.28              2.78             53.90
16                      5.18              3.60              2.99             47.21
32                      5.10              3.62              3.12             52.57
64                      4.44              3.23              2.79             56.44
128                     5.02              3.58              3.07             53.19
256                     9.08              6.10              5.41             44.96
512                     9.16              6.20              5.47             45.91
1024                    9.32              6.25              5.59             45.09
2048                    9.73              6.66              5.84             47.44
4096                    9.82              6.66              5.98             47.15
8192                   10.73              7.39              6.60             49.39
16384                  12.12              8.53              7.66             53.03
32768                  19.27             13.68             12.48             55.22
65536                  23.46             17.18             15.83             60.34
131072                 32.29             24.59             22.75             66.12
262144                 49.70             39.26             36.53             71.41
