
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.53              3.24              2.77             53.28
2                       6.20              3.88              3.33             30.36
4                       5.47              3.75              2.80             38.63
8                       5.29              3.92              3.36             59.49
16                      4.67              3.35              2.84             53.50
32                      4.46              3.25              2.88             57.95
64                      4.47              3.25              2.79             56.14
128                     5.02              3.50              3.04             50.15
256                     9.07              6.09              5.41             44.95
512                     9.13              6.17              5.48             45.98
1024                    9.28              6.25              5.59             45.81
2048                    9.73              6.57              5.80             45.59
4096                    9.82              6.66              5.98             47.22
8192                   10.77              7.45              6.61             49.71
16384                  12.07              8.49              7.65             53.21
32768                  19.29             13.69             12.48             55.11
65536                  23.51             17.22             15.86             60.34
131072                 32.22             24.55             22.70             66.20
262144                 49.89             39.37             36.64             71.27
