
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.90              3.65              3.09             59.50
2                       6.31              3.79              3.35             24.87
4                       5.86              4.60              3.62             65.37
8                       5.23              3.35              2.83             33.88
16                      7.27              5.54              4.93             64.80
32                      5.01              3.64              3.14             56.16
64                      4.94              3.72              3.24             62.31
128                     5.07              3.52              3.05             49.23
256                     9.09              6.12              5.57             46.66
512                     9.45              6.35              5.65             45.11
1024                    9.70              6.51              5.71             44.14
2048                    9.77              6.61              5.83             45.79
4096                   10.03              6.74              6.09             46.01
8192                   10.84              7.49              6.74             50.35
16384                  12.50              8.71              7.85             51.74
32768                  19.72             14.00             12.88             55.63
65536                  24.00             17.60             16.17             60.40
131072                 32.66             24.78             23.05             65.79
262144                 50.49             39.76             37.00             70.99
