
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.46              3.24              2.84             57.13
2                       5.35              3.95              3.34             58.10
4                       8.38              6.15              5.04             55.59
8                       5.15              3.37              2.85             37.65
16                      4.73              3.42              2.84             53.65
32                      4.61              3.38              2.93             58.14
64                      4.48              3.25              2.80             56.38
128                     5.04              3.59              3.07             52.52
256                     9.09              6.09              5.48             45.35
512                     9.27              6.31              5.64             47.55
1024                    9.71              6.61              5.78             46.31
2048                    9.89              6.67              5.97             46.16
4096                   10.40              6.95              6.23             44.76
8192                   10.87              7.43              6.61             48.01
16384                  12.53              8.83              7.96             53.49
32768                  20.34             14.77             13.54             58.90
65536                  23.94             17.43             16.03             59.36
131072                 32.85             24.99             23.15             66.05
262144                 49.78             39.21             36.50             71.04
