
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.80              3.46              2.88             53.45
2                       5.97              3.84              2.87             25.81
4                       6.09              3.36              2.87              4.83
8                       4.79              3.36              2.86             49.70
16                      4.72              3.36              2.89             52.86
32                      4.71              3.49              2.96             58.80
64                      4.62              3.32              2.85             54.32
128                     5.06              3.63              3.08             53.46
256                     9.45              6.33              5.62             44.45
512                     9.33              6.30              5.64             46.23
1024                    9.74              6.57              5.77             45.06
2048                    9.79              6.67              5.97             47.63
4096                    9.88              6.66              6.00             46.31
8192                   10.87              7.49              6.78             50.19
16384                  12.11              8.47              7.66             52.43
32768                  19.69             14.00             12.89             55.82
65536                  23.99             17.47             16.10             59.49
131072                 32.93             25.01             23.16             65.80
262144                 50.23             39.62             36.90             71.25
