
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       5.10              3.81              2.82             54.21
2                       5.19              3.85              2.84             52.69
4                       6.54              5.30              4.63             73.09
8                       5.08              3.73              2.84             52.59
16                      5.14              3.35              2.83             36.77
32                      4.49              3.26              2.89             57.26
64                      4.54              3.27              2.79             54.35
128                     5.14              3.77              3.35             59.08
256                     9.14              6.15              5.46             45.23
512                     9.15              6.18              5.60             46.92
1024                    9.70              6.53              5.75             44.76
2048                    9.78              6.67              5.98             47.95
4096                    9.87              6.66              5.99             46.42
8192                   10.83              7.50              6.79             50.89
16384                  12.11              8.55              7.68             53.70
32768                  19.37             13.69             12.50             54.54
65536                  24.06             17.61             16.19             60.14
131072                 32.97             25.10             23.21             66.07
262144                 50.33             39.67             36.94             71.14
