
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.52              3.28              2.83             56.46
2                       6.71              3.36              2.87              0.00
4                       5.69              4.34              3.73             63.88
8                       4.70              3.36              2.89             53.65
16                      4.71              3.36              2.86             52.65
32                      4.69              3.46              2.95             58.45
64                      4.58              3.30              2.84             54.78
128                     5.05              3.63              3.08             53.98
256                     9.13              6.12              5.47             44.83
512                     9.24              6.21              5.48             44.65
1024                    9.43              6.34              5.63             45.17
2048                    9.73              6.66              5.95             48.47
4096                   10.16              6.94              6.20             47.98
8192                   10.84              7.49              6.79             50.77
16384                  12.28              8.62              7.81             53.03
32768                  19.78             14.09             12.96             56.10
65536                  24.08             17.64             16.18             60.18
131072                 32.69             24.74             23.03             65.47
262144                 50.51             39.82             37.06             71.14
