
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.52              3.22              2.84             54.13
2                       8.00              4.87              4.20             25.57
4                       5.19              3.36              2.85             35.51
8                       4.69              3.35              2.86             53.12
16                      4.69              3.35              2.84             52.94
32                      4.74              3.52              2.98             59.07
64                      4.46              3.25              2.82             57.05
128                     5.05              3.63              3.10             54.13
256                     9.24              6.21              5.42             44.20
512                     9.19              6.19              5.54             45.72
1024                    9.65              6.48              5.72             44.57
2048                    9.78              6.66              5.98             47.88
4096                   10.19              6.86              6.15             45.90
8192                   10.84              7.49              6.77             50.47
16384                  12.48              8.70              7.88             51.98
32768                  19.64             13.97             12.79             55.65
65536                  24.05             17.65             16.20             60.49
131072                 32.91             25.03             23.16             65.97
262144                 50.54             39.98             37.19             71.61
