
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.52              3.23              2.77             53.42
2                       5.02              3.74              2.86             55.16
4                       6.76              5.22              4.64             66.85
8                       5.03              3.28              2.80             37.38
16                      4.58              3.29              2.83             54.48
32                      4.45              3.24              2.88             58.03
64                      4.45              3.23              2.78             56.20
128                     5.05              3.58              3.05             51.78
256                     9.19              6.20              5.43             44.88
512                     9.24              6.25              5.48             45.52
1024                    9.30              6.26              5.59             45.57
2048                    9.78              6.59              5.81             44.94
4096                    9.87              6.68              5.98             46.72
8192                   10.77              7.44              6.61             49.65
16384                  12.08              8.49              7.65             52.99
32768                  19.31             13.71             12.47             55.07
65536                  23.67             17.27             15.88             59.63
131072                 32.34             24.62             22.76             66.08
262144                 49.86             39.34             36.57             71.23
