
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.50              3.23              2.81             54.72
2                       6.70              4.06              3.45             23.22
4                       6.98              5.22              4.61             61.82
8                       5.16              3.89              3.29             61.47
16                      4.71              3.35              2.83             51.91
32                      4.63              3.41              2.94             58.39
64                      4.63              3.32              2.89             54.71
128                     5.05              3.63              3.11             54.47
256                     9.12              6.12              5.50             45.29
512                     9.23              6.20              5.50             44.87
1024                    9.72              6.51              5.71             43.86
2048                    9.80              6.66              5.90             46.81
4096                   10.01              6.73              6.09             46.14
8192                   11.02              7.57              6.88             49.90
16384                  12.54              8.79              7.89             52.53
32768                  19.62             13.88             12.70             54.82
65536                  24.13             17.68             16.25             60.30
131072                 33.32             25.52             23.63             66.99
262144                 50.00             39.32             36.59             70.82
