
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.49              3.25              2.83             55.80
2                       6.66              4.93              3.77             54.34
4                       5.70              4.46              3.84             67.91
8                       5.63              4.19              3.68             60.76
16                      4.71              3.35              2.85             52.21
32                      4.60              3.38              2.92             58.24
64                      4.47              3.23              2.81             55.74
128                     5.07              3.63              3.08             53.20
256                     9.24              6.20              5.44             44.11
512                     9.23              6.21              5.52             45.24
1024                    9.76              6.52              5.74             43.64
2048                    9.77              6.66              5.92             47.52
4096                   10.16              6.94              6.23             48.19
8192                   10.85              7.49              6.80             50.60
16384                  12.57              8.86              7.96             53.39
32768                  19.69             13.98             12.90             55.79
65536                  24.00             17.55             16.17             60.12
131072                 32.67             24.80             23.05             65.86
262144                 50.37             39.74             36.97             71.24
