
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.57              3.29              2.77             53.82
2                       7.58              4.81              3.75             26.22
4                       6.76              3.83              2.83              0.00
8                       5.90              4.61              3.66             64.82
16                      4.69              3.35              2.87             53.32
32                      4.60              3.38              2.92             58.22
64                      4.52              3.27              2.81             55.36
128                     5.03              3.58              3.07             52.81
256                     9.18              6.16              5.43             44.25
512                     9.23              6.24              5.50             45.69
1024                    9.32              6.25              5.60             45.18
2048                    9.79              6.64              5.82             45.94
4096                    9.86              6.66              6.01             46.79
8192                   10.81              7.48              6.63             49.73
16384                  12.20              8.58              7.72             53.14
32768                  19.28             13.69             12.57             55.55
65536                  23.59             17.25             15.91             60.16
131072                 32.49             24.68             22.83             65.79
262144                 49.90             39.37             36.62             71.26
