
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.54              3.25              2.82             54.20
2                       5.45              4.13              3.14             58.17
4                       7.00              4.96              3.61             43.60
8                       5.41              4.15              3.61             65.09
16                      5.09              3.78              3.23             59.29
32                      4.60              3.38              2.90             58.12
64                      4.46              3.23              2.79             56.04
128                     5.03              3.58              3.06             52.41
256                     9.14              6.16              5.44             45.13
512                     9.21              6.22              5.49             45.53
1024                    9.31              6.25              5.61             45.53
2048                    9.75              6.66              5.82             46.84
4096                    9.89              6.66              5.98             46.14
8192                   10.75              7.46              6.61             50.21
16384                  12.11              8.49              7.65             52.72
32768                  19.25             13.70             12.49             55.52
65536                  23.52             17.21             15.81             60.09
131072                 32.46             24.66             22.81             65.82
262144                 49.89             39.35             36.61             71.22
