
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.60              3.27              2.82             52.92
2                       7.31              4.88              3.84             36.64
4                       7.56              3.89              3.30              0.00
8                       4.75              3.36              2.84             50.73
16                      4.70              3.34              2.87             52.61
32                      4.59              3.36              2.90             57.45
64                      4.59              3.30              2.84             54.41
128                     5.05              3.63              3.07             53.60
256                     9.14              6.13              5.52             45.44
512                     9.28              6.24              5.59             45.49
1024                    9.63              6.44              5.68             43.75
2048                    9.79              6.61              5.84             45.57
4096                   10.13              6.79              6.12             45.25
8192                   10.87              7.49              6.72             49.66
16384                  12.59              8.71              7.88             50.79
32768                  19.51             13.94             12.75             56.34
65536                  23.52             17.22             15.88             60.37
131072                 32.72             24.76             23.00             65.40
262144                 50.58             39.79             37.03             70.86
