
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       4.54              3.30              2.89             57.12
2                       9.34              5.35              4.27              6.45
4                       4.74              3.35              2.84             51.21
8                       5.43              4.18              3.67             65.85
16                      4.73              3.35              2.85             51.86
32                      4.61              3.38              2.92             58.20
64                      4.53              3.29              2.79             55.59
128                     5.07              3.61              3.08             52.67
256                     9.10              6.11              5.52             45.93
512                     9.26              6.23              5.54             45.31
1024                    9.35              6.26              5.60             44.84
2048                    9.78              6.66              5.89             46.97
4096                   10.12              6.93              6.18             48.46
8192                   10.84              7.49              6.75             50.44
16384                  12.53              8.86              8.01             54.27
32768                  19.91             14.25             13.06             56.69
65536                  23.55             17.24             15.84             60.16
131072                 32.45             24.62             22.79             65.64
262144                 50.28             39.64             36.89             71.17
