656693

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.28
2                       6.25
4                       6.02
8                       5.93
16                      5.94
32                      6.47
64                      6.72
128                     7.05
256                     7.28
512                     7.91
1024                    9.41
2048                   10.98
4096                   14.60
8192                   22.11
16384                  47.21
32768                  85.40
65536                 149.89
131072                323.48
262144                670.33
