661851

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.24
2                       6.38
4                       6.31
8                       6.24
16                      6.15
32                      6.66
64                      6.84
128                     6.93
256                     7.31
512                     7.76
1024                    9.20
2048                   11.05
4096                   14.50
8192                   22.13
16384                  46.90
32768                  85.78
65536                 149.69
131072                309.73
262144                648.33
