661319

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.36
2                       6.38
4                       6.23
8                       6.13
16                      6.23
32                      6.64
64                      6.87
128                     7.02
256                     7.09
512                     7.67
1024                    9.21
2048                   10.98
4096                   14.62
8192                   22.16
16384                  46.98
32768                  85.65
65536                 149.42
131072                324.76
262144                667.46
