650618

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.40
2                       6.30
4                       6.23
8                       6.20
16                      6.10
32                      6.60
64                      6.91
128                     6.88
256                     7.17
512                     7.83
1024                    9.46
2048                   11.19
4096                   14.84
8192                   22.17
16384                  47.02
32768                  85.81
65536                 149.20
131072                321.20
262144                656.62
