654730

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.09
2                       5.88
4                       6.00
8                       5.86
16                      5.86
32                      6.22
64                      6.63
128                     6.67
256                     7.20
512                     7.66
1024                    9.27
2048                   10.98
4096                   14.65
8192                   22.04
16384                  47.02
32768                  85.99
65536                 149.67
131072                322.82
262144                665.60
