648574

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.19
2                       6.20
4                       6.18
8                       6.12
16                      6.02
32                      6.72
64                      6.82
128                     6.84
256                     7.19
512                     7.82
1024                    9.34
2048                   10.95
4096                   14.52
8192                   21.97
16384                  46.93
32768                  85.37
65536                 149.23
131072                320.93
262144                662.14
