651437

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.92
2                       6.31
4                       6.01
8                       5.96
16                      6.10
32                      6.63
64                      6.85
128                     7.01
256                     7.28
512                     7.82
1024                    9.48
2048                   11.20
4096                   14.68
8192                   22.14
16384                  46.95
32768                  85.64
65536                 149.54
131072                316.07
262144                664.99
