645883

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.34
2                       6.63
4                       6.52
8                       6.40
16                      6.25
32                      6.94
64                      7.27
128                     7.34
256                     7.29
512                     7.96
1024                    9.67
2048                   11.25
4096                   14.64
8192                   22.06
16384                  46.90
32768                  85.69
65536                 149.47
131072                334.13
262144                686.74
