651966

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.53
2                       6.42
4                       6.42
8                       6.60
16                      6.61
32                      6.92
64                      7.00
128                     7.25
256                     7.66
512                     8.22
1024                    9.67
2048                   11.14
4096                   14.71
8192                   22.20
16384                  46.96
32768                  85.57
65536                 149.55
131072                319.13
262144                667.49
