649381

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.46
2                       6.31
4                       6.05
8                       6.17
16                      6.11
32                      6.56
64                      6.89
128                     6.98
256                     7.25
512                     7.75
1024                    9.45
2048                   11.06
4096                   14.66
8192                   22.38
16384                  46.87
32768                  85.77
65536                 149.30
131072                321.36
262144                666.41
