657210

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.56
2                       6.52
4                       6.40
8                       6.54
16                      6.51
32                      7.01
64                      7.18
128                     7.26
256                     7.42
512                     8.05
1024                    9.64
2048                   11.13
4096                   14.73
8192                   22.16
16384                  46.87
32768                  85.59
65536                 149.46
131072                310.90
262144                667.14
