653923

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.30
2                       6.31
4                       6.50
8                       6.38
16                      6.33
32                      6.82
64                      6.97
128                     7.00
256                     7.24
512                     7.93
1024                    9.60
2048                   10.90
4096                   14.37
8192                   21.77
16384                  46.94
32768                  85.24
65536                 149.10
131072                321.48
262144                670.12
