659985

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.23
2                       6.21
4                       6.17
8                       6.16
16                      6.02
32                      6.45
64                      6.67
128                     6.83
256                     7.29
512                     8.02
1024                    9.43
2048                   11.09
4096                   14.69
8192                   22.21
16384                  47.16
32768                  86.18
65536                 150.21
131072                326.05
262144                672.08
