653383

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.33
2                       6.33
4                       6.29
8                       6.33
16                      6.41
32                      6.87
64                      6.91
128                     7.21
256                     7.34
512                     7.94
1024                    9.70
2048                   11.23
4096                   14.74
8192                   22.19
16384                  46.98
32768                  85.57
65536                 150.04
131072                322.48
262144                670.08
