659262

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.50
2                       6.56
4                       6.55
8                       6.38
16                      6.33
32                      6.74
64                      6.99
128                     7.08
256                     7.34
512                     7.98
1024                    9.66
2048                   11.02
4096                   14.67
8192                   22.05
16384                  46.99
32768                  85.64
65536                 149.65
131072                324.17
262144                670.55
