647324

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.35
2                       6.41
4                       6.22
8                       6.18
16                      6.13
32                      6.45
64                      6.68
128                     6.89
256                     7.12
512                     7.79
1024                    9.51
2048                   10.90
4096                   14.61
8192                   22.22
16384                  47.05
32768                  85.85
65536                 149.86
131072                321.06
262144                663.31
