649996

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.38
2                       6.29
4                       6.19
8                       6.16
16                      6.09
32                      6.66
64                      6.73
128                     7.00
256                     7.24
512                     7.94
1024                    9.64
2048                   11.26
4096                   14.80
8192                   22.24
16384                  46.86
32768                  85.90
65536                 150.00
131072                322.66
262144                669.33
