655980

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.31
2                       6.24
4                       6.20
8                       6.22
16                      6.10
32                      6.49
64                      6.82
128                     6.97
256                     6.89
512                     7.67
1024                    9.27
2048                   10.93
4096                   14.64
8192                   22.03
16384                  46.94
32768                  85.84
65536                 149.52
131072                323.33
262144                669.37
