652674

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.35
2                       6.28
4                       6.18
8                       6.07
16                      5.86
32                      6.67
64                      7.04
128                     7.07
256                     7.23
512                     7.71
1024                    9.28
2048                   10.99
4096                   14.51
8192                   22.10
16384                  46.87
32768                  85.55
65536                 149.29
131072                319.68
262144                664.15
