658023

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.26
2                       6.38
4                       6.28
8                       6.09
16                      6.05
32                      6.56
64                      6.98
128                     7.13
256                     7.38
512                     7.80
1024                    9.32
2048                   11.05
4096                   14.62
8192                   22.01
16384                  46.97
32768                  85.75
65536                 149.90
131072                312.59
262144                664.24
