658555

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.29
2                       6.30
4                       6.10
8                       6.16
16                      6.07
32                      6.59
64                      6.80
128                     6.72
256                     7.23
512                     7.74
1024                    9.52
2048                   11.08
4096                   14.65
8192                   22.12
16384                  46.96
32768                  85.82
65536                 149.70
131072                325.27
262144                666.92
