1366850

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.43
2                       4.88
4                       5.33
8                       4.87
16                      5.34
32                      5.56
64                      5.73
128                     8.17
256                    13.41
512                     8.81
1024                   13.81
2048                   12.08
4096                   14.11
8192                   22.52
16384                  23.26
32768                  36.54
65536                  63.75
131072                119.91
262144                260.02
